gene	score	LFC	PVAL
stard7	2.2567150735723795	0.057459515	0.845212949
kazald2	2.256751908685501	0.194913086	0.64989181
ap1s3b	2.256888892855396	0.072574926	0.880761186
ivd	2.257505923871	0.049622219	0.877621072
ubl3a	2.2575220320693106	0.058558147	0.841766677
p2rx7	2.2576268007900704	0.12497458	0.797474353
si:ch211-155e24.3	2.2580473144100996	0.079015215	0.785067758
ncs1a	2.258214152583765	0.146896513	0.639473272
si:ch211-153f2.7	2.2582649510261112	0.118235435	0.809620906
mast1b	2.258591637057603	0.073306205	0.799758081
rnf128a	2.2586657631098856	0.052279365	0.89616563
kiaa0907	2.2591768966438264	0.067343076	0.886579682
cyp2ad3	2.2592139983562887	0.138148437	0.772548899
apba2b	2.2594936447177196	0.226213038	0.533048361
scrib	2.259632161914636	0.219927563	0.532323769
aqp12	2.2599307989148945	0.08144321	0.779194842
aqp12	2.2599307989148945	0.08144321	0.779194842
acad11	2.259985934670838	0.175043814	0.696029342
qdprb1	2.2602331364218937	0.058574166	0.894262574
pcdh17	2.26037921283179	0.144257455	0.760529559
armt1	2.2608620580359995	0.150163066	0.748694348
vps39	2.2613221153738357	0.067462912	0.886202168
abcb8	2.2616176040509557	0.180003246	0.684734134
e2f7	2.262211884345728	0.129588409	0.673230422
slc41a2a	2.2624318655466586	0.179982354	0.684716937
kank3	2.262436783804774	0.136396204	0.775696302
tjp2b	2.262551880983003	0.202039214	0.550279962
prpf38b	2.2626179945340064	0.087864134	0.763860146
slx4ip	2.26276759780721	0.094060328	0.849845654
hacd3	2.2628007024027905	0.089676067	0.856568903
sgcb	2.263021088265901	0.137526902	0.773480734
pole	2.263067516243517	0.067164261	0.886318675
kif4	2.263374107273966	0.144482715	0.644374014
coa6	2.2633928771004284	0.09242268	0.852333055
pmelb	2.2639621947546202	0.078077425	0.873001118
naa25	2.2639804154263263	0.08615235	0.768074846
chmp4ba	2.264094911799394	0.080512051	0.869692641
top3b	2.2641174658635137	0.115544886	0.813964214
lmbrd2a	2.264490891463764	0.18765699	0.666731519
zgc:194312	2.264568446582932	0.151632293	0.745454173
ice1	2.264632208254158	0.058265703	0.893745986
HPX (2 of 2)	2.26465894302352	0.152758505	0.743154658
fbxo11a	2.2647602710884964	0.053745778	0.860041506
lin7a	2.2650425468847195	0.167349291	0.712513394
hoxc4a	2.2651149228036105	0.137642591	0.773110117
nudt12	2.2651868180373276	0.06039773	0.892257012
C21H5orf24 (2 of 2)	2.2652013262205806	0.139019077	0.77044311
NDUFAF3	2.265931342726471	0.168438568	0.710090345
march6	2.2661706032768056	0.059460752	0.840207897
TIAM2 (2 of 2)	2.2661989392561774	0.091323538	0.853785698
unc5b	2.2662848015633448	0.055107548	0.894659504
C3H19orf52	2.266323963699792	0.224248793	0.533376532
helt	2.266398287122759	0.096437064	0.845817329
fah	2.2667659284340567	0.090541972	0.854926671
tlk1a	2.2670794274669817	0.166747334	0.604491492
HNRNPUL2	2.2674831057931626	0.138897274	0.770517826
sema3bl	2.2675452680979897	0.153308309	0.741824745
nipsnap1	2.2678055907774755	0.052402904	0.893695487
ids	2.267826267228172	0.128711746	0.789842822
tmem168a	2.267833584183698	0.168047808	0.710794097
gnpda1	2.2679728386742553	0.050074526	0.881353787
tpd52l1	2.267992696855195	0.086460608	0.860898603
chmp6b	2.268243018107086	0.199448973	0.554197076
leo1	2.268359148026626	0.106917915	0.720970219
kdelc2	2.2684772971654557	0.057023254	0.893695487
dynlt3	2.268478305855606	0.096926596	0.743243597
atad5a	2.2690448452988123	0.083797473	0.774233782
nhlrc2	2.269117144551595	0.053745964	0.893978003
gtf3c3	2.2693570106993732	0.189488975	0.661949953
wbp2nl	2.2696173012691054	0.050900781	0.89070556
vcpkmt	2.2698807152609306	0.153226153	0.741824745
nrip1a	2.2703653950781346	0.205608923	0.621055465
fgf17	2.270426950209068	0.207320555	0.616384478
tut1	2.2706802361107847	0.135030367	0.663068128
dopey2	2.2707339244355476	0.054942666	0.893725764
hnmt	2.270774437477191	0.081135001	0.868213179
zranb1b	2.2708233256301327	0.085041429	0.862706251
carf	2.271292704431485	0.077234598	0.873399322
homezb	2.271512287414584	0.109971122	0.714589578
zzz3	2.271616700578513	0.051772652	0.891685755
mrpl13	2.271954299394725	0.053793909	0.893275127
CABZ01049925.1	2.27197354674228	0.093948414	0.849266842
TIMM21	2.2720022228483367	0.11542779	0.813591963
rbmx2	2.2720731174466624	0.082412244	0.866320934
fkbp14	2.2721173435111375	0.050906709	0.876782632
fastkd3	2.2721245298986212	0.070673026	0.881396141
psmc3ip	2.272696764095564	0.154391726	0.739232568
g6pd	2.272756456639354	0.05136177	0.890348923
APBA3	2.272827475681418	0.061470315	0.890329783
mtbp	2.2728569707372692	0.098784159	0.841558559
elp2	2.2730593726918795	0.073762158	0.877621072
trim63a	2.273094185435131	0.113475463	0.707208614
phf6	2.273135611398174	0.051983788	0.870452566
abl2	2.2731468714182	0.07912904	0.870712945
mpdu1b	2.2732695081603884	0.053423712	0.863546582
sorl1	2.273454354494436	0.224091677	0.535418579
yy1b	2.273598339880626	0.050694438	0.880101386
im:7152348	2.273921169779318	0.077034161	0.873399322
vgll4a	2.274214623447384	0.113131794	0.817440761
C2H1orf27	2.274464994033685	0.226004752	0.540888153
cckb	2.274899509139626	0.144670959	0.758680878
gpr182	2.2751117065818423	0.11333594	0.817018965
mss51	2.2753448538036842	0.106155823	0.723169076
tmem30aa	2.275461735865179	0.164356891	0.609236413
mettl9	2.2754714943562564	0.225890785	0.541082296
st6gal2a	2.275475918545113	0.051080014	0.877749771
cpt1ab	2.2756279304560207	0.052127117	0.89066897
hdac10	2.275971890660311	0.099469619	0.840207897
elac2	2.2759831965279878	0.093777217	0.849200331
vmo1b	2.2765172065617585	0.071281201	0.88020563
dkk1b	2.2766178300027033	0.124281019	0.797383994
myo5b	2.2772043084342704	0.091667644	0.85233627
tcp11l2	2.2780292530247688	0.05108923	0.884725777
pomk	2.2782121483794873	0.100688132	0.838060058
sec24b	2.2782764902004407	0.05106032	0.882447247
mrps10	2.278618202998466	0.051207303	0.885296599
trim109	2.278699493013719	0.098755973	0.841135313
mab21l2	2.278920291882968	0.057263242	0.849816204
tgfbr2	2.279284886085875	0.093943837	0.750982605
ccdc92	2.2796747508924886	0.14022766	0.76706416
zgc:194887	2.2798203563698314	0.130384809	0.785858034
lhx1a	2.28003752453899	0.218479476	0.581336434
ca6	2.2801320660840276	0.051858416	0.887794937
smarcb1a	2.280536612136513	0.072643581	0.80383523
ddx41	2.280791204013517	0.073079463	0.877621072
edem2	2.2810404179718757	0.208376241	0.612200029
nvl	2.281148815758793	0.080390645	0.868243408
fbln2	2.2813557630567414	0.051472925	0.884256758
actr8	2.28136816792544	0.223121864	0.537102193
arhgap19	2.281451089384609	0.149493988	0.748568249
arhgap19	2.281451089384609	0.149493988	0.748568249
si:ch211-269e2.1	2.2814820703802137	0.126918842	0.79218514
zgc:194261	2.281781789935803	0.167178823	0.711617305
map3k4	2.2820372480710676	0.063352876	0.830413245
ano5b	2.2824717059467527	0.065789946	0.885296599
ctage5	2.282671503619838	0.070235553	0.880689421
zgc:92907	2.28323860549127	0.206276651	0.617782268
fbxw8	2.283364604915697	0.079804839	0.868815565
zgc:110821	2.283395155372535	0.084100527	0.862904527
igfbp5b	2.2835161181036696	0.062392165	0.833588675
pomt2	2.283563647748711	0.064054207	0.886707696
tusc3	2.283646897875723	0.06210869	0.888238741
ppp1r14aa	2.2836857873156533	0.164647563	0.71691809
neurod1	2.2838037892698613	0.057296873	0.89066897
uqcc1	2.283858883509692	0.05392012	0.889952104
agk	2.283865082960015	0.174175519	0.593324496
bace2	2.28388875903832	0.072684304	0.877749771
CFP (1 of 2)	2.283954621713748	0.114920874	0.813591963
dip2ba	2.284010751519227	0.074942052	0.798103262
dsc2l	2.284025554539145	0.052830799	0.87019787
dsc2l	2.284025554539145	0.052830799	0.87019787
HYLS1	2.2844712710093127	0.193820348	0.650037601
scaf8	2.2844718465147267	0.051759632	0.882421511
dcaf12	2.284571287288611	0.108313641	0.824921439
pou2f2a	2.2848237969014824	0.069941338	0.880761186
fam117ab	2.285119335116806	0.117518032	0.808930959
atcaya	2.285228856442767	0.206698493	0.616384478
urod	2.2852950878831066	0.062983727	0.832018102
nqo1	2.2853656431106852	0.055826691	0.856618183
EIF4G1 (2 of 2)	2.285402054368351	0.052775023	0.871186944
MDFIC	2.2854520315973352	0.083598048	0.863419667
ppm1aa	2.285543246147087	0.070106211	0.811316889
DENND6A (2 of 2)	2.2857872736889147	0.065958752	0.88470072
klf5a	2.285820237692552	0.063748569	0.886643613
zgc:194469	2.285991480483419	0.076070034	0.873399322
coq10b	2.286250384478759	0.094010388	0.75141298
si:dkey-219c3.2	2.286633501030821	0.107030468	0.826925362
hecw2b	2.286707256763083	0.074781066	0.874923313
cpped1	2.2870019848612926	0.199428955	0.556108376
slc16a1	2.287028524300074	0.096541209	0.843970353
tada3l	2.287067067712505	0.052034569	0.880544024
anapc16	2.2871246849765567	0.154900855	0.626834031
hoxa11b	2.287218600709395	0.054916275	0.889630034
guca2b	2.287291911954616	0.140707148	0.765579237
prosc	2.2873671892006033	0.154069552	0.738821332
samhd1	2.2875716724510466	0.079923663	0.868243408
eif2ak3	2.287658594924222	0.077820428	0.870996501
tubg1	2.2877417279975476	0.093345829	0.753085732
gpn3	2.2878972042710894	0.194234631	0.648684777
arhgef18b	2.2880319259378505	0.124847178	0.79551501
ankra2	2.28812084753301	0.159951244	0.617888503
ETAA1 (2 of 2)	2.2883774718814407	0.100810171	0.837047856
jagn1b	2.2884258367898314	0.120032945	0.694577634
gnptab	2.288496070649245	0.160303499	0.617295423
slc41a2b	2.288775389291749	0.104840253	0.830413245
HAP1	2.2888641755622197	0.183557639	0.674295997
TMC6 (1 of 2)	2.288956874129568	0.05745533	0.889568341
naa15b	2.289243675288148	0.057834986	0.849816204
uroc1	2.289257285365906	0.129053707	0.787658631
nkiras2	2.2894137496135807	0.220044127	0.538154901
pgpep1	2.2899496575168334	0.06297491	0.886643613
fgf13b	2.290126179394387	0.148882781	0.749166731
tbr1b	2.290145647761565	0.100900201	0.83675925
hmx1	2.2902167873281614	0.166521018	0.71239118
osbpl9	2.29026499986072	0.103008804	0.731287381
tmem246	2.2909211672514664	0.084897435	0.861079399
pvalb3	2.290924615148617	0.121305678	0.8017316
nenf	2.29106715461569	0.070409526	0.879509047
acaa1	2.291552859593578	0.104707614	0.830413245
rgs12a	2.2918325958242822	0.223145937	0.541082296
ptprz1a	2.29190255205005	0.167502162	0.71013768
TNFRSF14 (4 of 8)	2.2919483543935226	0.193534383	0.650037601
cryba2b	2.291997246433749	0.213324958	0.541752447
uck2a	2.2921177822648384	0.053955236	0.86723471
btbd6b	2.2925695328345186	0.053417212	0.870712945
spry4	2.29257591415885	0.091574478	0.757654463
smpd1	2.2927604627153744	0.215027614	0.590656882
pias1b	2.292871236631663	0.200071968	0.55590106
GK2	2.2929842376036116	0.08559662	0.85989482
noxo1a	2.293937119708538	0.076577858	0.871926478
slc2a15b	2.2939408607914804	0.078358811	0.869658075
ppp2r2d	2.2940510871738615	0.186470372	0.574878802
pycard	2.294191775459667	0.05519942	0.887735764
crip3	2.294256860177051	0.222578578	0.541082296
si:ch211-80h18.1	2.2943358928796664	0.122204976	0.7998545
orc2	2.2947790230477274	0.141840127	0.762817363
SEMA4B (2 of 2)	2.294866088693986	0.084148352	0.775759167
sema3d	2.295291433319621	0.056502153	0.888062652
zgc:165573	2.2957499028368207	0.053606433	0.884379636
TULP3	2.2958445012951336	0.223167732	0.556517491
rhogd	2.29607789535112	0.222909178	0.558170998
rprd1b	2.296339163498464	0.053564999	0.871926478
CLPB	2.296471047508955	0.181608428	0.678180075
si:dkeyp-82a1.6	2.296721679675669	0.077997085	0.869836025
tmem56b	2.296873565314328	0.05527829	0.862200551
slc22a15	2.296947156829242	0.108562818	0.823537488
cflara	2.2975294654417735	0.182543054	0.675918624
fundc2	2.2977708124701754	0.053523585	0.873399322
glyctk	2.2977932196495816	0.112342016	0.817018965
pdgfbb	2.2979545316047805	0.101551553	0.835069716
prkd2	2.298274529391307	0.053770986	0.883356569
cutc	2.29835554478279	0.104379057	0.830413245
nkx2.7	2.2984619396191035	0.099275859	0.838689029
tpra	2.2985187868019317	0.053321563	0.878777743
ngrn	2.2985343325168546	0.182122541	0.676810516
tyrp1a	2.298882559266608	0.083224001	0.862661742
trove2	2.2992364013621125	0.22305399	0.545184704
slain2	2.2993083528728717	0.21110985	0.54463626
pms1	2.3001492492653854	0.11328723	0.815203493
golim4b	2.300312496526603	0.181687411	0.677668232
col5a3b	2.3004258272816482	0.221765117	0.542307775
fam212b	2.3007128101682888	0.085306236	0.85958206
marveld1	2.3007608712096608	0.135242198	0.775142056
CD99L2 (3 of 3)	2.3009863051972985	0.111048738	0.71452467
atxn7l2a	2.301224278718146	0.117988959	0.806883018
prpf3	2.301428056615237	0.064740539	0.828997255
eya2	2.301619998770375	0.060107623	0.886318675
p2rx5	2.301635164498799	0.180066197	0.681301877
p2rx5	2.301635164498799	0.180066197	0.681301877
zgc:123295	2.3018952688009273	0.221240866	0.565070331
zgc:123295	2.3018952688009273	0.221240866	0.565070331
sertad2a	2.3019202625359574	0.118145636	0.806552276
mtx1b	2.30202710369794	0.135861594	0.773864258
arhgap32b	2.30209353518644	0.148062771	0.640473916
idh3b	2.302118345909491	0.0797106	0.787618452
zgc:112982	2.3021927896733176	0.054951681	0.865896188
mis12	2.3023012079903884	0.057912748	0.886546722
sppl2	2.3025480662016315	0.218463049	0.541202978
slc10a7	2.3026508092791116	0.109929032	0.820772995
psmd4a	2.3026565465469777	0.168461016	0.707208614
fmnl3	2.3027795725161524	0.109154225	0.718764373
plekhg5a	2.3028725584273957	0.118747509	0.805411041
surf1	2.3031185590668413	0.07954662	0.867172138
SLC7A1 (2 of 2)	2.3031690706691337	0.053853955	0.876605253
gemin8	2.3032123134292104	0.125026027	0.685416648
mkrn1	2.3033152497374667	0.076955643	0.870452566
cd99l2	2.3034147158889926	0.06726814	0.821675668
BDP1 (1 of 2)	2.303734562742412	0.069943567	0.878449155
mrps21	2.3039745242725598	0.16874036	0.603950327
ypel5	2.304008527337469	0.061449883	0.885296599
ptpn3	2.3041368485930565	0.125501164	0.793120476
si:dkey-253i9.4	2.304529336476925	0.057529329	0.854503813
stk16	2.3047070849859574	0.118668795	0.805411041
dnmt3bb.3	2.3047958056625593	0.080525701	0.865716354
fastk	2.304812546950017	0.098198335	0.839869305
dcun1d2a	2.305048645380732	0.138663425	0.658501381
rpp21	2.305464143471826	0.168160637	0.707640733
psmd5	2.305479069254917	0.218677185	0.541905132
zfand6	2.3059166854398243	0.055245006	0.865863747
BX547934.1	2.30626504139219	0.070393172	0.877662936
dhx40	2.3063892123008722	0.074153772	0.873488818
sh3glb1a	2.306706181457841	0.054447152	0.872433471
phf10	2.307104631081478	0.067565835	0.821305963
arhgap17a	2.307117902681976	0.065209095	0.882336661
fam171a1	2.307139261880738	0.089818223	0.852476417
irf2bp2a	2.3077382059206304	0.187381827	0.574765681
lmtk2	2.3078805910034763	0.054412572	0.874837099
C12H10orf88	2.3082177458672977	0.060938609	0.88473658
uqcc3	2.308238992340919	0.195131826	0.644434805
gtf2a1l	2.308271927990931	0.212063363	0.545205703
smad6a	2.3085737506584936	0.054467261	0.876605253
C8H12orf43	2.309014557561878	0.196439907	0.641026453
C21H18orf54	2.309163691429666	0.09148765	0.849816204
nsfa	2.309604334621634	0.133156927	0.778448388
tti1	2.309722921317329	0.074241651	0.873001118
mfsd4b	2.3097415491672004	0.129204476	0.785858034
fam212ab	2.3099177295204707	0.136386835	0.772270625
znf395	2.3100702506180473	0.059401349	0.848473916
rgs2	2.310772156520813	0.090110992	0.851712861
dpm2	2.310834802327115	0.220021644	0.544048555
si:ch211-74m13.3	2.3110149427176525	0.144932027	0.646996077
cyp2k16	2.3111506371431005	0.211999718	0.545705686
snap23.1	2.3116326970730197	0.069244343	0.817018965
igsf11	2.3117545203218337	0.111707094	0.817018965
rab18a	2.3117691109005274	0.11961825	0.697205533
cdk16	2.3121355136081	0.218828113	0.572924075
fbxw11a	2.312245113756792	0.180957991	0.584862384
arhgef37	2.3125820984773804	0.168802953	0.705667939
ap4s1	2.3127296572141454	0.182683409	0.674263193
triqk	2.313055560841899	0.083973335	0.86024277
cbr1l	2.314097271670974	0.055691795	0.867319902
mier1b	2.3141532559461746	0.069416506	0.877621072
CLEC17A	2.314568560887089	0.056259252	0.863876347
hira	2.3146130463405803	0.057932937	0.8555706
leng8	2.3146651410335624	0.084598829	0.776558325
cldn15b	2.3147549381743393	0.156094611	0.732575175
slc22a7a	2.314775329133393	0.091145598	0.849816204
flii	2.315023080920379	0.096365986	0.748421798
baiap2l1b	2.315070678060645	0.103547996	0.830413245
rexo1	2.315183994392587	0.214909417	0.587083432
ndnfl	2.3153061985480052	0.12027637	0.8017316
DHX29	2.3153910876052266	0.156460649	0.731765803
si:dkey-160o24.3	2.315451639906052	0.124006377	0.794992506
anos1b	2.315736815639984	0.120820828	0.800723559
golga2	2.3158301744173095	0.055828145	0.879593409
dock9b	2.315860602253202	0.090356888	0.850882395
SNX2	2.3159184217879427	0.192261346	0.650869483
znf644a	2.3161598335011067	0.055713151	0.868601853
MAP4K4	2.316242484084481	0.065426969	0.880761186
degs2	2.316271823016267	0.121754373	0.799005189
ccdc9	2.31634952010546	0.080044904	0.865142289
fgfrl1b	2.3163701369572127	0.061664515	0.88287681
xrcc4	2.3164180225366056	0.142929032	0.759067074
slf2	2.316503720367762	0.203953423	0.620222346
hoxd12a	2.3165479933971995	0.079581769	0.865716354
sharpin	2.316568952156562	0.115055087	0.810852308
wdr13	2.3166707630774575	0.080503507	0.864514407
C7H16orf87	2.31691041203279	0.087324436	0.770064797
coro2a	2.3171447451525093	0.146760748	0.644031318
narf	2.3173509332662534	0.115793392	0.705671374
KIF1C (3 of 3)	2.317919565672562	0.070771824	0.875776329
si:dkeyp-97b10.3	2.317945008007572	0.20493687	0.617295423
si:dkey-7j14.6	2.318035419405989	0.164271336	0.612672019
rragca	2.318313162506099	0.066068682	0.879955039
h2afy	2.3189300809224562	0.086577983	0.856041084
srpk1b	2.319199295655436	0.086037905	0.856774045
ric8b	2.319405902346699	0.118028019	0.805411041
smtnb	2.3195316348599806	0.126717547	0.789719058
aldh8a1	2.3195370901322496	0.083471265	0.860277882
nbr1	2.3201175704989634	0.198605807	0.560687805
mat2al	2.3202699589486615	0.083442247	0.86024277
ndufaf5	2.3204830286408376	0.104970207	0.827632953
alpi.1	2.3206962603552395	0.08405908	0.859361626
ppp1r14ab	2.3209148758326665	0.132883295	0.778111882
lipin2	2.3209258481536525	0.057453392	0.880761186
nup214	2.320961950358538	0.073783768	0.805411041
rab1bb	2.3211459651777115	0.142943053	0.758680878
atg3	2.321397287165929	0.06602505	0.828087642
SLC6A7	2.3214302413423002	0.127201062	0.788682677
prkra	2.321985993662413	0.103924724	0.829221615
clu	2.3220095086086006	0.105656727	0.826374716
mn1a	2.3220965786730385	0.056130909	0.870261595
si:ch73-196k8.2	2.3221411689995097	0.167910912	0.70684305
si:dkey-22o22.2	2.322226984160136	0.117902906	0.805411041
stbd1	2.322549905416252	0.111202818	0.817018965
slc30a4	2.3232917102604205	0.074838024	0.870712945
zgc:194210	2.3238339770108323	0.123334351	0.795566877
hp	2.323875230917905	0.058408651	0.880731379
uox	2.3248437494171403	0.095052642	0.752346215
hspb7	2.325024304515754	0.197248431	0.637232012
fam114a1	2.325288498927139	0.063558993	0.83675925
nccrp1	2.325422979363281	0.061184317	0.881079861
si:ch211-165g14.1	2.3254792124017007	0.111063853	0.817018965
trmt1	2.3257608285140896	0.219861513	0.561915299
gpr108	2.3259090501102717	0.056763734	0.86723471
si:dkey-24l11.2	2.325922100236344	0.143414824	0.757385973
cpm	2.326191590667689	0.092143344	0.847282263
U8	2.3262359203383425	0.127498373	0.787764216
U8	2.3262359203383425	0.127498373	0.787764216
hoxc8a	2.326413040836802	0.15262801	0.738821332
pcdh10a	2.3267709971672694	0.071125075	0.874247582
fam207a	2.3269138000765652	0.071946078	0.873399322
dph7	2.3271036052548832	0.21934712	0.564773664
ccz1	2.327248722291848	0.091675582	0.760541648
ccz1	2.327248722291848	0.091675582	0.760541648
sv2bb	2.327266630383239	0.140986431	0.762052169
hook2	2.3277289282193445	0.219248973	0.565070331
scaf4b	2.3278100966169664	0.058134649	0.878971106
itgb1b.1	2.328057660026323	0.203718073	0.619426751
tsnax	2.328329699496939	0.086253712	0.8555706
pbxip1b	2.3284425115831824	0.091345555	0.761441908
si:ch211-193l2.3	2.328611893594243	0.057251386	0.865142289
vsig10	2.3286461299080754	0.179143013	0.681085435
amph	2.3288089630209052	0.183451454	0.671001912
csnk1g1	2.328931302358712	0.057052914	0.86723471
hkdc1	2.3293917888190805	0.144060345	0.650037601
tmem176l.4	2.3294743231191397	0.113454554	0.711617305
si:ch211-276c2.4	2.3295484886069495	0.059572725	0.852808263
upf3b	2.329563836598725	0.113096938	0.71239118
ddhd2	2.329693038997295	0.177954744	0.683728996
matr3l1.1	2.3300934127087207	0.094584773	0.753918095
matr3l1.1	2.3300934127087207	0.094584773	0.753918095
zc3h7a	2.330913725110721	0.058209918	0.877749771
C11H1orf106 (1 of 2)	2.331356518902733	0.219648429	0.556108376
sdr16c5a	2.331613865880421	0.057477301	0.86557105
tmem201	2.3320379014704216	0.16805948	0.607374606
retsat	2.3322040145713756	0.197124026	0.636760568
stxbp2	2.332353235732416	0.067565969	0.876605253
tceb2	2.3324697645119765	0.102643074	0.830413245
eml2	2.332587810858376	0.217881717	0.549629859
ilvbl	2.3326233153819844	0.193652753	0.645662716
PHTF1	2.332693458043918	0.06616796	0.877551689
SMIM10L2A	2.332740310607476	0.106288917	0.82443429
SMIM10L2A	2.332740310607476	0.106288917	0.82443429
hoxc10a	2.3331322021635503	0.17029236	0.700698433
elmod2	2.3331352295313033	0.05734051	0.869713789
zc3h7b	2.3332033613183056	0.192802002	0.569614623
ssx2ipa	2.3332070846544277	0.148520192	0.746640422
BAG6 (2 of 2)	2.3343891353581614	0.208460904	0.604686048
plxnb3	2.334587054515116	0.149055572	0.745452344
rnls	2.335232456755349	0.188219077	0.658930086
si:ch211-220f16.2	2.335259340610752	0.213919981	0.549145747
natd1	2.3352869313267894	0.060655399	0.849816204
med4	2.335308274745298	0.094439516	0.842995031
per2	2.335568858683774	0.185452584	0.665598752
CU469570.2	2.3357716713452863	0.089794647	0.849816204
cnppd1	2.336699018821748	0.09603924	0.751115447
cep44	2.3368783070356196	0.134871907	0.773110117
tvp23b	2.3370961923060998	0.198779699	0.631822177
pdzd8	2.3372918701630203	0.131509184	0.779438349
cdc123	2.3376234759318244	0.070425408	0.873399322
krt222	2.337730202224063	0.117616715	0.703441175
krt222	2.337730202224063	0.117616715	0.703441175
si:dkey-42p8.3	2.338449569770097	0.153103568	0.736900778
rybpa	2.338625306717195	0.213778455	0.549922285
si:dkey-117n7.5	2.3386825199938364	0.131978071	0.778448388
tyrp1b	2.3387037361568868	0.061891941	0.845687844
fam192a	2.338848247042872	0.076775002	0.799418474
rps6kb1a	2.338892227499386	0.105762881	0.824780473
hoxb7a	2.338924267001353	0.061182962	0.877687903
rpz2	2.338926555674699	0.208635684	0.603429956
bhlhe22	2.339176316671179	0.114009636	0.810852308
phkg2	2.339313760787483	0.113898585	0.811032684
eapp	2.339464481387596	0.081724385	0.860482415
her2	2.3397023360798728	0.064002817	0.838060058
nrn1a	2.339994860203338	0.084778251	0.856401245
exosc8	2.3402442043006277	0.0644077	0.877095357
smox	2.3403296306913233	0.16094661	0.620222346
unk	2.3406097643831076	0.177236862	0.593177046
senp3b	2.3407055889342625	0.076733231	0.799758081
senp3b	2.3407055889342625	0.076733231	0.799758081
cbfb	2.3407766291216574	0.05934345	0.875331789
fcho2	2.3420550096091812	0.06118595	0.876782632
wdr54	2.342098033174361	0.100206563	0.833461888
proza	2.342801789192157	0.09797337	0.747175297
mybl2a	2.342886698256026	0.197132145	0.635522405
spoplb	2.343144805813756	0.144574774	0.650139144
phactr4a	2.34335367109974	0.177393639	0.593177046
sptlc1	2.3434741122424847	0.133159518	0.672185139
aldh1l2	2.343665814138466	0.086513717	0.853654052
znf593	2.343802365308665	0.096110337	0.751602354
trappc2l	2.3438167273370833	0.084592961	0.856246591
mapk14b	2.3438447876197674	0.136084748	0.666470137
aldh4a1	2.3440638813718504	0.072306207	0.870712945
pcyt1ab	2.344324857022257	0.218095761	0.559841213
adcy6b	2.3449032910320806	0.194428118	0.642349845
tcf25	2.3451362775596376	0.182050767	0.586174607
mbtps2	2.3456415457723905	0.122474918	0.693942522
rhbdl2	2.3459697403615425	0.067368927	0.874482278
pnkp	2.346674182593707	0.069256041	0.873014714
phospho1	2.3471862534035877	0.070953775	0.817018965
ube2g2	2.347194146398556	0.150611427	0.63924929
esco1	2.347280699902788	0.216038202	0.574335414
slc26a1	2.3473846137994516	0.059974782	0.873399322
SEMA4F	2.3474742189469477	0.173499777	0.692300267
sod3a	2.3477159865773074	0.10181182	0.830413245
adam17a	2.3477477235972413	0.060058137	0.873399322
sdk1b	2.3478236500937246	0.161796249	0.717938955
rpusd4	2.348010302402454	0.133911335	0.774062511
nek2	2.34808051885459	0.088940866	0.849816204
mapk7	2.3481504512717466	0.136207059	0.769675323
CDC42BPA	2.3481740755918246	0.170136965	0.69976098
hsd17b4	2.348239940696733	0.123597418	0.793162401
syt11a	2.348448654752913	0.059683769	0.871926478
fars2	2.348518394900454	0.20010842	0.626834031
ss18l2	2.3488577375296686	0.100430097	0.832502996
ppm1la	2.3489848336981507	0.059950064	0.85862287
stat6	2.349214738777869	0.173684213	0.69173029
usp48	2.349558413385478	0.080069329	0.791879643
pafah1b2	2.3497288267857797	0.168340592	0.70359628
amfr	2.349905786594634	0.059379221	0.865142289
rp9	2.350205934703213	0.060198816	0.872433471
gadd45bb	2.3502789456189848	0.109847455	0.817018965
sphk2	2.350406155978926	0.122708491	0.693844444
si:dkey-245p14.7	2.3504115076917373	0.065822152	0.874482278
sik2b	2.3507209022232702	0.063283377	0.874923313
casp2	2.350749482559586	0.163246046	0.714589578
tsta3	2.3510200989001	0.163235513	0.714589578
ca16b	2.351105759088918	0.085021996	0.854892498
porcnl	2.351701458632439	0.067465649	0.873399322
ino80b	2.3520319903954165	0.192186606	0.647306799
ino80b	2.3520319903954165	0.192186606	0.647306799
eif4e3	2.3523633212588444	0.059664987	0.86723471
PTS	2.352544896798523	0.061677936	0.850693528
st3gal3a	2.3534429893865307	0.185358316	0.582087796
naalad2	2.3535724314596704	0.092406807	0.844280807
naalad2	2.3535724314596704	0.092406807	0.844280807
lppr3a	2.353836247985859	0.060108375	0.860898603
RBBP8NL	2.353906308282078	0.11169328	0.813591963
MTFP1	2.354258950116813	0.109645053	0.817018965
gtf2e2	2.3542787422909344	0.067069782	0.830413245
ikbkg	2.3552532491865934	0.062508157	0.873399322
ankmy2a	2.3554793504451266	0.136228221	0.769051849
actr6	2.3555945502809106	0.065862201	0.873399322
C17H15orf57	2.355666466083317	0.061352176	0.872086962
zbtb14	2.355822360801919	0.063372905	0.873572149
rint1	2.3558462899506454	0.071537921	0.869692641
hmces	2.3559595142354293	0.109591863	0.816962077
rpz5	2.3565042047736835	0.216314331	0.558794846
setd8b	2.3568383176939185	0.064509602	0.873399322
nptna	2.35732126819629	0.125552817	0.788874087
dhrs7cb	2.357353834211088	0.145146252	0.751486502
fbxw4	2.35762433285244	0.123770246	0.792088857
E2F6	2.357703495944073	0.146873455	0.646996077
rbck1	2.3577303757260686	0.126221533	0.787618452
taf1b	2.357757596340282	0.09727606	0.836585261
